"","ID","fundBakers","fundUSDRate","fundUSDPledged","creator","city","state","isStaffpick","categoryParent","categoryChild","fundUSDGoal","fundLength","descriptionLength","hasVideo","amountFAQ","amountUpdates","amountComments","amountImages","amountGifs","amountVideos","amountRewards","lowestReward","url","name","blurb","fundState","fundGoal","fundPledged","country","fundCurrency","fundCurrencySymbol","fundEnd","fundStart"
"559",734269131,13,1,390,"Mon Cheri Davenport","Cleveland","OH",FALSE,"games","playing cards",5500,30,504,TRUE,0,3,0,3,0,0,13,1,"https://www.kickstarter.com/projects/2068788531/moksnix-sort-playing-cards?ref=category","MoksNix: Sort Playing Cards","Animated BOLD playing card decks: MOKS NIX means- ""It Makes no Difference"" Creative Ingredients : ‪#‎Love‬ #‎Passion ‪‪#‎Inspiration",FALSE,5500,390,"US","USD","$",2016-05-22,2016-04-22
"562",739785142,216,1,5777,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",4000,30,467,FALSE,0,7,16,30,0,1,11,1,"https://www.kickstarter.com/projects/891191024/geistreiz-playing-cards-by-noirarts-npcc?ref=category","Geistreiz Playing Cards by NoirArts (NPCC)","Custom hand drawn modern art styled deck with characters never seen before. Illustrations created by Maike Venhofen & Stefan G. Halbuer",TRUE,4000,5777,"US","USD","$",2015-12-16,2015-11-16
"563",740307055,742,1,15159,"Robert Burke","Charlotte","NC",FALSE,"games","playing cards",9000,30,401,TRUE,0,9,121,19,0,0,9,1,"https://www.kickstarter.com/projects/478379924/dragons-playing-card-deck-printed-by-uspcc?ref=category","Dragons Playing Card Deck printed by USPCC","A gorgeous deck of cards featuring the dragon art of Kerem Beyit and printed by the United States Playing Card Company.",TRUE,9000,15159,"US","USD","$",2015-07-22,2015-06-22
"564",740830404,231,1,7906.11,"Jay Losa","Tulsa","OK",FALSE,"games","playing cards",7500,30,1425,FALSE,0,34,35,25,0,0,12,6,"https://www.kickstarter.com/projects/jaylosa/viva-mexico-playing-cards?ref=category","¡ VIVA MEXICO ! Playing Cards","A fun and vibrant deck of playing cards created to celebrate Mexico. Designed by Adrian Valenzuela, printed by Legends Playing Card Co.",TRUE,7500,7906.11,"US","USD","$",2015-10-16,2015-09-16
"565",741246133,229,1,10065,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",1000,18,583,FALSE,0,7,50,19,0,0,6,1,"https://www.kickstarter.com/projects/891191024/royal-branle-playing-cards-by-noirarts?ref=category","Royal Branle playing cards by NoirArts","Aristocratic style deck of cards with features, never seen before! 400 decks limited run! Printed by NPCC",TRUE,1000,10065,"US","USD","$",2015-12-28,2015-12-10
"566",742115012,8,1,258,"Dylan Prescott","San Jose","CA",FALSE,"games","playing cards",1000,10,365,FALSE,0,0,5,4,0,0,10,25,"https://www.kickstarter.com/projects/kardkraken/frostbite-playing-cards-by-kardkraken?ref=category","Frostbite Playing Cards - by KardKraken","These cards were made to add a unique addition to your collection. The design will separate itself from any of the other decks you own",FALSE,1000,258,"US","USD","$",2018-06-23,2018-06-13
"567",742574191,94,1,2654,"JD FOURTEEN","Palisades Park","NJ",FALSE,"games","playing cards",2500,20,276,TRUE,0,1,23,17,0,0,8,8,"https://www.kickstarter.com/projects/1337203902/hoody-deck-of-playing-cards?ref=category","Hoody Deck of Playing Cards","Limited custom deck of playing cards, Hoody!",TRUE,2500,2654,"US","USD","$",2018-03-01,2018-02-09
"569",749155624,106,1,2248,"Magic Trick Store","Lexington","KY",FALSE,"games","playing cards",3500,30,273,FALSE,0,0,2,6,0,0,6,12,"https://www.kickstarter.com/projects/980976025/bicycle-sniper-playing-cards?ref=category","Bicycle Sniper Playing Cards","Maintain close visual contact with the new Bicycle Sniper Deck from Collectable Playing Cards",FALSE,3500,2248,"US","USD","$",2017-07-14,2017-06-14
"572",752432191,306,0.76990118,10807.87276484,"Nathan Darma","Melbourne","VIC",FALSE,"games","playing cards",5389.30826,30,705,TRUE,0,14,68,15,2,0,15,13,"https://www.kickstarter.com/projects/1948449555/implicit-playing-cards?ref=category","Implicit Playing Cards","Custom designed playing cards built with the modern magician and cardist in mind.",TRUE,7000,14038,"AU","AUD","$",2017-07-31,2017-07-01
"575",754842990,69,1,1191,"Randy Coffey","Los Angeles","CA",FALSE,"games","playing cards",12000,45,710,FALSE,0,1,0,9,0,0,4,10,"https://www.kickstarter.com/projects/627138913/bicycle-optix-playing-cards?ref=category","Bicycle® OPTIX Playing Cards","The Bicycle® OPTIX Playing Cards are a custom deck that feature a unique Optical Art design. The deck will be printed by USPCC.",FALSE,12000,1191,"US","USD","$",2014-08-31,2014-07-17
"577",760397897,115,1,4175,"Dylan Prescott","San Jose","CA",FALSE,"games","playing cards",1000,30,446,TRUE,0,8,36,8,0,0,10,10,"https://www.kickstarter.com/projects/kardkraken/art-of-cardistry-stained-glass-playing-cards?ref=category","Art of Cardistry - Stained Glass Playing Cards","Why did we make these cards? These cards were made specifically for the Art of Cardistry. Each pattern and color is made for impact.",TRUE,1000,4175,"US","USD","$",2017-12-14,2017-11-14
"578",761656261,32,1,1588,"Noah White","Minneapolis","MN",FALSE,"games","playing cards",7500,30,606,TRUE,0,1,1,9,0,0,10,12,"https://www.kickstarter.com/projects/noahwhite/seraphim-luxury-playing-cards-printed-with-uspcc?ref=category","Seraphim Luxury Playing Cards, Printed with USPCC","Seraphim Luxury Playing cards are a new form of elegance & minimalism made for magic & cardistry, printed with crushed stock from USPC.",FALSE,7500,1588,"US","USD","$",2018-04-19,2018-03-20
"580",762811170,17,0.72591592,726.64183592,"Nicholas Zeitoun","Melbourne","VIC",FALSE,"games","playing cards",181.47898,40,1059,TRUE,0,11,12,16,0,0,4,15,"https://www.kickstarter.com/projects/1385928040/flaminko-1-playing-cards?ref=category","Flaminko 1 (Playing Cards)","I want to start a Playing Card Company. I'm developing prototypes and would like to get some nice folk to help back my projects :)",TRUE,250,1001,"AU","AUD","$",2017-01-31,2016-12-22
"582",765755476,218,1,5031,"Scott Carey","Tatamy","PA",FALSE,"games","playing cards",16000,35,664,TRUE,0,10,21,23,0,0,15,8,"https://www.kickstarter.com/projects/scottcarey/monster-montage-bicycle-playing-cards-relaunch?ref=category","Monster Montage Bicycle® Playing Cards Relaunch","Vintage Film Monster and Horror Inspired Playing Card Deck printed by The United States Playing Card Company",FALSE,16000,5031,"US","USD","$",2014-06-14,2014-05-10
"584",766985783,296,1,12460,"Natalia Silva","Los Angeles","CA",FALSE,"games","playing cards",10000,35,459,FALSE,0,13,39,25,0,0,10,1,"https://www.kickstarter.com/projects/393497409/the-other-kingdom-collectors-playing-cards?ref=category","""THE OTHER KINGDOM"" Collector's Playing Cards","Luxury Handcrafted Playing Cards. Printed by the USPCC.",TRUE,10000,12460,"US","USD","$",2016-05-29,2016-04-24
"585",767671597,83,1,2334,"Trent Ellingsen","San Luis Obispo","CA",FALSE,"games","playing cards",7400,30,1150,TRUE,0,5,5,23,0,0,9,14,"https://www.kickstarter.com/projects/5colorcombo/premium-5-color-combo-playing-cards-and-tokens?ref=category","Premium 5 Color Combo Tokens & Playing Cards","5 Color Combo Premium. 54 Hand-crafted Tokens & Playing Cards.",FALSE,7400,2334,"US","USD","$",2017-07-19,2017-06-19
"586",769646527,107,1,1974,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",2500,30,296,FALSE,0,3,5,6,1,0,7,9,"https://www.kickstarter.com/projects/2104052526/bicycle-casino-playing-cards?ref=category","Bicycle Casino Playing Cards","Bicycle Casino Playing Cards Printed by USPCC",FALSE,2500,1974,"US","USD","$",2014-12-03,2014-11-03
"587",771896836,462,1,18770,"Agitcom","San Jose","CA",FALSE,"games","playing cards",4800,30,950,TRUE,0,13,84,40,0,0,17,10,"https://www.kickstarter.com/projects/2115236027/el-recuerdo-playing-cards?ref=category","El Recuerdo Playing Cards","Dedicated to Mexico's fight for independence. Spirit of freedom in every card!",TRUE,4800,18770,"US","USD","$",2018-06-08,2018-05-09
"588",773904038,275,1,7557,"Vadim Smolenskiy","Baltimore","MD",FALSE,"games","playing cards",13000,32,877,TRUE,0,16,54,17,0,0,8,10,"https://www.kickstarter.com/projects/674054954/bicycle-the-lumberjacks-2nd-edition-playing-cards?ref=category","BICYCLE® The Lumberjacks - 2nd Edition Playing Cards","The 2nd Edition of the ""Lumberjack"" themed Bicycle® playing cards. 56 custom cards, made in the USA and printed by USPCC.",FALSE,13000,7557,"US","USD","$",2015-04-10,2015-03-09
"590",777539097,248,1,5352,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,30,303,FALSE,0,1,34,12,0,0,6,12,"https://www.kickstarter.com/projects/2104052526/bicycle-natural-disasters-fire-playing-cards?ref=category","Bicycle Natural Disasters ""Wildfire"" Playing Cards","Second Deck in a Seven Deck Natural Disaster Collector Series",TRUE,4000,5352,"US","USD","$",2017-03-12,2017-02-10
"593",787004192,143,1,5540,"C79Studios","Sioux Center","IA",FALSE,"games","playing cards",20000,30,1225,FALSE,0,7,14,23,3,2,7,15,"https://www.kickstarter.com/projects/1299698710/mongol-empire-augmented-reality-decks?ref=category","Mongol Empire AUGMENTED REALITY Decks","The first AUGMENTED REALITY playing cards based on the Mongol Empire. Printed by LPCC.",FALSE,20000,5540,"US","USD","$",2016-09-14,2016-08-15
"594",787232052,46,1,1183,"DL Designs","Towanda","PA",FALSE,"games","playing cards",1500,21,196,FALSE,0,6,23,4,0,0,16,6,"https://www.kickstarter.com/projects/1500250953/krazy-dog-and-krazy-kats-playing-cards-for-dog-and?ref=category","Krazy Dogs & Krazy Kats Playing Cards for dog and cat lovers","A custom deck of playing cards featuring 27 funny illustrations of dogs and the different types of personalities they have!",FALSE,1500,1183,"US","USD","$",2014-07-22,2014-07-01
"596",789384997,224,1.23704811,8202.86601741,"Diamon Playing Cards","Amsterdam","North Holland",FALSE,"games","playing cards",6185.24055,25,588,TRUE,0,8,10,10,0,0,13,9,"https://www.kickstarter.com/projects/307512393/diamon-playing-cards-n-5-winter-warmth?ref=category","Diamon Playing Cards N° 5 Winter Warmth","100% Custom Playing Cards for collectors, magicians and cardists. N° 5 Winter Warmth. Dutch Design, printed by the USPCC.",TRUE,5000,6631,"NL","EUR","€",2018-02-25,2018-01-31
"597",793366213,164,1.07255284,6045.98035908,"Parama Playing Cards","Turin","Piedmont",FALSE,"games","playing cards",9652.97556,35,773,FALSE,0,6,24,41,0,0,12,12,"https://www.kickstarter.com/projects/2102581593/oris-playing-cards?ref=category","Oris Playing Cards","Poker size playing cards inspired by a Book novel. Designed for magicians and cardists. Printed by LPCC.",FALSE,9000,5637,"IT","EUR","€",2017-05-30,2017-04-25
"601",797142528,50,1,1710,"Dean Baratta","Philadelphia","PA",FALSE,"games","playing cards",3750,31,613,TRUE,0,6,3,2,0,0,9,1,"https://www.kickstarter.com/projects/1395115920/history-on-deck?ref=category","History on Deck","A finely crafted deck of playing cards of American Revolutionary War reenactors.",FALSE,3750,1710,"US","USD","$",2014-07-10,2014-06-09
"602",798360884,28,1.22718058,960.88239414,"Rana Mahmood","Hamburg","Hamburg",FALSE,"games","playing cards",4908.72232,30,297,FALSE,0,1,3,17,0,0,8,11,"https://www.kickstarter.com/projects/379839377/creatures-deck-of-cards-black-edition?ref=category","Creatures´ Deck of Cards- Black Edition","This is Volume 1 of 4. A set of 54 hand drawn Poker playing cards with a fantasy theme.",FALSE,4000,783,"DE","EUR","€",2018-05-24,2018-04-24
"606",801565005,266,1,5371,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",5000,40,218,FALSE,0,2,18,26,0,0,5,11,"https://www.kickstarter.com/projects/2104052526/bicycle-bellezza-playing-cards?ref=category","Bicycle Bellezza Playing Cards","Beautifully crafted Italian Bicycle design printed by USPCC.",TRUE,5000,5371,"US","USD","$",2015-09-07,2015-07-29
"608",801906700,369,1.41229972,14518.4411216,"Kirk Slater","London","England",FALSE,"games","playing cards",14122.9972,40,1242,TRUE,0,16,94,29,0,0,12,10,"https://www.kickstarter.com/projects/52ravens/sisterhood-of-blood-volii-playing-cards?ref=category","Sisterhood of Blood Vol.II - Playing Cards","Custom poker-sized vampiric playing cards, with all new members of the sisterhood revealed. Designed by 52Ravens & printed by EPCC",TRUE,10000,10280,"GB","GBP","£",2018-03-17,2018-02-05
"609",803442997,49,1.41818022,906.21716058,"Provius","Leeds","England",FALSE,"games","playing cards",5672.72088,30,949,TRUE,0,2,0,10,0,0,10,1,"https://www.kickstarter.com/projects/provius-uk/world-cup-legends-playing-cards-and-top-trumps-in?ref=category","World Cup Legends playing cards & top-trumps in one","Legends Cards: World Cup Legends playing cards and top trumps in one",FALSE,4000,639,"GB","GBP","£",2018-05-12,2018-04-12
"610",806742227,48,1.23395854,1309.23001094,"Lars Alexander Eikeland","Nijmegen","Guelders",FALSE,"games","playing cards",1233.95854,30,907,TRUE,0,13,12,5,2,0,8,5,"https://www.kickstarter.com/projects/1226281988/convocards-reinventing-the-conversation-starter?ref=category","ConvoCards | Reinventing the conversation starter","Thanks to social science, we have reinvented the conversation starter, and put in on regular playing cards to connect people once more.",TRUE,1000,1061,"NL","EUR","€",2018-05-15,2018-04-15
"612",808908312,41,1,934,"Nathan Smith","Phoenix","AZ",FALSE,"games","playing cards",250,15,1277,TRUE,0,15,30,20,0,3,4,11,"https://www.kickstarter.com/projects/orbitalprimeval/orbital-primeval-playing-cards-creatures-and-chara?ref=category","Orbital / Primeval Playing Cards - Creatures and Characters!","This unique deck of cards is populated by the fantastically bizarre inhabitants of the Orbital / Primeval universe!",TRUE,250,934,"US","USD","$",2016-04-04,2016-03-20
"613",811844968,259,1,12123,"Tricklandia","Brooklyn","NY",FALSE,"games","playing cards",12000,30,875,TRUE,0,11,101,23,0,0,11,10,"https://www.kickstarter.com/projects/piramidaplayingcards/piramida-playing-cards-with-superior-marking-syste?ref=category","Piramida Playing Cards (With Built in Marking System)","The Goal was to create a tool, a perfect helper, to conquer the impossible. Built in Marking System combined with a luxury Design.",TRUE,12000,12123,"US","USD","$",2018-02-02,2018-01-03
"615",812839458,123,1,2531,"Penguin Magic","Rancho Cordova","CA",FALSE,"games","playing cards",2500,30,260,FALSE,2,9,23,14,0,0,5,10,"https://www.kickstarter.com/projects/penguinmagic/sockmans-original-playing-card-socks?ref=category","Sockman's Original Playing Card Socks","No matter what the game, pulling your cards out of a Sockman makes it immediately clear YOU CAME TO PLAY.",TRUE,2500,2531,"US","USD","$",2018-03-16,2018-02-14
"618",818454518,114,1,2336,"Travis Carter","Jeffersonville","IN",FALSE,"games","playing cards",8000,32,1825,FALSE,0,1,6,23,0,0,16,3,"https://www.kickstarter.com/projects/1706628143/inferus-playing-cards-0?ref=category","Inferus Playing Cards","Custom deck of playing card printed by LPCC. Faceless, there is little left to judge.",FALSE,8000,2336,"US","USD","$",2015-07-26,2015-06-24
"621",822045973,119,1,2628,"Jordan Shumway","Provo","UT",FALSE,"games","playing cards",2500,31,703,TRUE,0,9,4,16,0,1,12,1,"https://www.kickstarter.com/projects/1087938372/meme-playing-cards-0?ref=category","Meme Playing Cards","High quality playing cards with your favorite meme characters",TRUE,2500,2628,"US","USD","$",2017-09-29,2017-08-29
"622",822084570,206,1,6882,"Jeff Perryman","Mesa","AZ",FALSE,"games","playing cards",6000,30,1273,TRUE,0,13,14,18,0,0,9,5,"https://www.kickstarter.com/projects/1454789252/the-silly-macabre-playing-card-art-deck?ref=category","The Silly Macabre Playing Card Art Deck","An art deck of bridge size traditional playing cards with a silly macabre art theme.",TRUE,6000,6882,"US","USD","$",2014-12-27,2014-11-27
"623",822749624,556,1,23661,"David Goldklang","San Francisco","CA",FALSE,"games","playing cards",5000,14,620,FALSE,8,8,83,21,11,0,11,10,"https://www.kickstarter.com/projects/goldklangdesign/the-planets-venus-2-of-8?ref=category","The Planets: Venus Playing Cards [2 of 8]","A deck of Stellar Playing Cards — Vanda Artists Series designed by Srdjan Vidakovic.",TRUE,5000,23661,"US","USD","$",2018-02-19,2018-02-05
"624",822769967,114,1,2497,"Randy Coffey","Mira Loma","CA",FALSE,"games","playing cards",7200,30,342,FALSE,0,5,4,11,0,0,11,9,"https://www.kickstarter.com/projects/627138913/moderne-art-deco-playing-cards?ref=category","Moderne Playing Cards","Moderne Playing Cards feature custom illustration on each card and are printed with metallic gold & silver ink.",FALSE,7200,2497,"US","USD","$",2015-03-15,2015-02-13
"625",825112471,24,1,1141,"Rod","Brooklyn","NY",FALSE,"games","playing cards",1000,31,204,FALSE,0,1,61,10,0,0,7,10,"https://www.kickstarter.com/projects/1907095511/playing-cards-rage-of-the-dragons?ref=category","Playing cards - Dragons","Playing cards - Rage of the dragons
Unique design. Only on kickstarter.",TRUE,1000,1141,"US","USD","$",2016-05-21,2016-04-20
"628",825759901,153,1,7670,"Simon Bruno","Albany","NY",FALSE,"games","playing cards",7000,30,973,TRUE,0,12,38,13,0,0,12,10,"https://www.kickstarter.com/projects/170389235/glassback-playing-cards-primary-edition?ref=category","Glassback Playing Cards: Primary Edition","Playing cards that combine a minimal stained glass themed design with high quality construction to create an eye catching deck.",TRUE,7000,7670,"US","USD","$",2015-05-14,2015-04-14
